,Page,Year,Month,Title,Date,URL
556,6,2012,5,TimesCast Politics: Obama's 'Kill List',2012-05-29,https://www.nytimes.com/video/us/politics/100000001574908/timescast-politics-obamas-kill-list.html
557,6,2012,9,Man Is Accused of Jihadist Plot to Bomb a Bar in Chicago,2012-09-16,https://www.nytimes.com/2012/09/16/us/man-is-accused-of-jihadist-plot-to-bomb-chicago-bar.html
558,6,2012,10,Terrorism Suspect Threatens to Boycott His Trial,2012-10-25,https://www.nytimes.com/2012/10/25/us/politics/guantanamo-detainee-al-nashiri-protests-use-of-chains-for-court.html
559,6,2012,5,Protesters and Police Clash at NATO Meeting; 2 Held on Terrorism Charges,2012-05-21,https://www.nytimes.com/2012/05/21/us/two-held-on-terrorism-charges-at-nato-meeting.html
560,7,2012,11,Why Are Few Terrorists Executed in India?,2012-11-22,https://india.blogs.nytimes.com/2012/11/22/why-are-few-terrorists-executed-in-india/
561,7,2012,1,A Rich Prize For a New Play,2012-01-21,https://query.nytimes.com/gst/fullpage.html?res=9502E1D91130F932A15752C0A9649D8B63
562,7,2012,1,Iraq: Sunni Official Is Detained,2012-01-21,https://www.nytimes.com/2012/01/21/world/middleeast/iraq-sunni-official-is-detained.html
563,7,2012,4,Homegrown Bomb Plot Is Rarity for Open Court,2012-04-16,https://www.nytimes.com/2012/04/16/nyregion/revelations-expected-in-trial-of-adis-medunjanin-a-terror-suspect.html
564,7,2012,4,Nerves Are Rattled After Bomb Threats at Pitt,2012-04-11,https://www.nytimes.com/2012/04/11/us/pitt-is-rattled-by-series-of-campus-bomb-threats.html
565,7,2012,12,Queens Man Pleads Guilty in Plot to Blow Up Manhattan Synagogue,2012-12-05,https://www.nytimes.com/2012/12/05/nyregion/ahmed-ferhani-pleads-guilty-in-plot-to-blow-up-synagogue.html
566,7,2012,10,Mansour J. Arbabsiar Plea Agreement in Saudi Ambassador Murder Plot ,2012-10-17,https://www.nytimes.com/interactive/2012/10/18/nyregion/18terror-doc.html
567,7,2012,10,Criminal Complaint in Federal Reserve Bank Bombing Attempt ,2012-10-17,https://www.nytimes.com/interactive/2012/10/18/nyregion/18fed-doc.html
568,7,2012,10,Islamic Cleric Held on Terror Charges Will Be Given New Prostheses,2012-10-26,https://cityroom.blogs.nytimes.com/2012/10/26/islamic-cleric-held-on-terror-charges-will-be-given-new-prostheses/
569,7,2012,10,Memoir of Qaeda Figure May Be Cited in Leniency Plea for Convict,2012-10-26,https://www.nytimes.com/2012/10/26/nyregion/memoir-of-fazul-abdullah-mohammed-may-be-cited-in-plea-for-leniency.html
570,8,2012,11,The Benghazi Conspiracy,2012-11-21,https://takingnote.blogs.nytimes.com/2012/11/21/the-benghazi-conspiracy/
571,8,2012,2,Indictment Said to Be Near for Man Charged in Terror Case,2012-02-27,https://www.nytimes.com/2012/02/27/nyregion/indictment-said-to-be-near-for-man-in-terror-case.html
572,8,2012,4,A Would-Be Shoe Bomber Testifies in a Terror Trial,2012-04-24,https://www.nytimes.com/2012/04/24/nyregion/at-adis-medunjanins-terror-trial-a-would-be-shoe-bomber-testifies.html
573,8,2012,9,On Not Talking to Terrorists: The Mideast Example,2012-09-05,https://www.nytimes.com/2012/09/05/opinion/on-not-talking-to-terrorists-the-mideast-example.html
574,8,2012,2,Italy: Court Reverses Conviction of Former Guantánamo Prisoner,2012-02-07,https://www.nytimes.com/2012/02/07/world/europe/italy-court-reverses-conviction-of-former-guantanamo-prisoner.html
575,8,2012,10,Minnesota: Man Convicted of Aiding Terror in Somalia,2012-10-19,https://www.nytimes.com/2012/10/19/us/minnesota-man-convicted-of-aiding-terror-in-somalia.html
576,8,2012,12,Man Sentenced for Role in Plot to Blow Up Subways,2012-12-14,https://cityroom.blogs.nytimes.com/2012/12/14/man-sentenced-for-role-in-plot-to-blow-up-subways/
577,8,2012,5,Indonesia: Bali Bombing Suspect Apologizes for 2002 Attacks,2012-05-08,https://www.nytimes.com/2012/05/08/world/asia/indonesia-bali-bombing-suspect-apologizes-for-2002-attacks.html
578,8,2012,5,Al Qaeda on the Media,2012-05-04,https://thecaucus.blogs.nytimes.com/2012/05/04/al-qaeda-on-the-media/
579,8,2012,9,Britain: Cleric to Be Extradited,2012-09-25,https://www.nytimes.com/2012/09/25/world/europe/britain-cleric-to-be-extradited.html
580,9,2012,1,Lawyers Negotiating Plea for Terror Suspect,2012-01-10,https://www.nytimes.com/2012/01/10/nyregion/lawyers-negotiating-plea-in-new-york-city-bomb-plot-case.html
581,9,2012,12,The United Nations Vote on Palestine,2012-12-01,https://www.nytimes.com/2012/12/01/opinion/the-united-nations-vote-on-palestine.html
582,9,2012,8,In Conversation With: Prosecutor Gopal Subramanium,2012-08-29,https://india.blogs.nytimes.com/2012/08/29/in-conversation-with-prosecutor-gopal-subramanium/
583,9,2012,12,Three Men Appear in Court in Mysterious Terror Case,2012-12-22,https://www.nytimes.com/2012/12/22/nyregion/3-men-accused-of-training-with-al-shabab-appear-in-new-york-court.html
584,9,2012,9,F.B.I. Criticizes Officer’s Role in a Terror Case,2012-09-19,https://www.nytimes.com/2012/09/19/nyregion/fbi-criticized-officers-role-in-terror-case.html
585,9,2012,7,Guantánamo Prisoner Is Repatriated to Sudan,2012-07-12,https://www.nytimes.com/2012/07/12/world/africa/convicted-al-qaeda-member-is-transferred-from-guantanamo-to-sudan.html
586,9,2012,10,Inquiry Cites Flaws in Counterterrorism Offices,2012-10-03,https://www.nytimes.com/2012/10/03/us/inquiry-cites-flaws-in-regional-counterterrorism-offices.html
587,9,2012,5,Ex-Somali Terrorist Helps a U.S. Prosecution,2012-05-14,https://www.nytimes.com/2012/05/14/nyregion/ex-member-of-somali-terrorist-group-helps-a-us-prosecution.html
588,9,2012,4,Massachusetts: Qaeda Conspirator Is Sentenced,2012-04-13,https://www.nytimes.com/2012/04/13/us/massachusetts-qaeda-conspirator-is-sentenced.html
589,9,2012,9,Iranian Group Now Off Terror List,2012-09-29,https://www.nytimes.com/2012/09/29/world/middleeast/iranian-group-now-off-terror-list.html
590,10,2012,9,Iranian Group Now Off Terror List,2012-09-29,https://www.nytimes.com/2012/09/29/world/middleeast/iranian-group-now-off-terror-list.html
591,10,2012,3,French Gunman Seen as Homegrown Militant,2012-03-22,https://www.nytimes.com/2012/03/22/world/europe/mohammed-merah-france-shooting-suspect-seen-as-home-grown-militant.html
592,10,2012,4,History Lessons,2012-04-26,https://www.nytimes.com/2012/04/26/opinion/history-lessons.html
593,10,2012,4,France: Antiterror Measures Unveiled,2012-04-12,https://www.nytimes.com/2012/04/12/world/europe/france-antiterror-measures-unveiled.html
594,10,2012,2,Christmas Day Bomb Plot Detailed in Court Filings,2012-02-11,https://www.nytimes.com/2012/02/11/us/underwear-bomb-plot-detailed-in-court-filings.html
595,10,2012,1,Norway: Convictions in Plot to Attack Danish Newspaper,2012-01-31,https://www.nytimes.com/2012/01/31/world/europe/norway-convictions-in-plot-to-attack-danish-newspaper.html
596,10,2012,6,"Man Offers Guilty Plea, Upending Terror Case",2012-06-14,https://www.nytimes.com/2012/06/14/nyregion/man-who-trained-with-somalis-offers-guilty-plea-ending-pivotal-case.html
597,10,2012,5,California: Court Throws Out Suit Against Bush Lawyer ,2012-05-03,https://www.nytimes.com/2012/05/03/us/politics/lawsuit-against-john-yoo-is-thrown-out.html
598,10,2012,9,When It Pays to Talk to Terrorists,2012-09-04,https://www.nytimes.com/2012/09/04/opinion/when-it-pays-to-talk-to-terrorists.html
599,10,2012,3,Manhattan Man Indicted in Pipe Bomb Case,2012-03-01,https://www.nytimes.com/2012/03/01/nyregion/manhattan-man-charged-in-terror-case-is-indicted.html
600,1,2013,8,Why We Fight Terrorism,2013-08-30,https://latitude.blogs.nytimes.com/2013/08/30/why-we-fight-terrorism/
601,1,2013,10,Obama on Terrorism,2013-10-08,https://www.nytimes.com/video/us/100000002488502/obama-on-terrorism.html
602,1,2013,4,Bombings End Decade of Strikingly Few Successful Terrorism Attacks in U.S.,2013-04-17,https://www.nytimes.com/2013/04/17/us/bombings-end-decade-without-terror-in-us.html
603,1,2013,5,Idaho: Uzbek Man Pleads Not Guilty to Charges of Supporting Terrorism,2013-05-18,https://www.nytimes.com/2013/05/18/us/idaho-uzbek-man-pleads-not-guilty-to-charges-of-supporting-terrorism.html
604,1,2013,12,The Black Hole of Terrorism Watch Lists,2013-12-16,https://www.nytimes.com/2013/12/16/opinion/the-black-hole-of-terrorism-watch-lists.html
605,1,2013,12,Plan Sought to Protect Food Supply From Terrorism,2013-12-21,https://www.nytimes.com/2013/12/21/us/plan-sought-to-protect-food-supply-from-terrorism.html
606,1,2013,5,"Bang, Boom: Terrorism as a Game",2013-05-02,https://www.nytimes.com/2013/05/03/movies/iron-man-3-with-robert-downey-jr.html
607,1,2013,8,Terrorism and the Embassies,2013-08-06,https://www.nytimes.com/2013/08/06/opinion/terrorism-and-the-embassies.html
608,1,2013,10,Seeing a Turning Point for China's Thinking on Terrorism,2013-10-31,https://sinosphere.blogs.nytimes.com/2013/10/31/seeing-a-turning-point-for-chinas-thinking-on-terrorism/
609,1,2013,10,Q. & A.: Philip Potter on the Growing Risk of Terrorism in China,2013-10-31,https://sinosphere.blogs.nytimes.com/2013/10/31/q-a-philip-potter-on-the-growing-risk-of-terrorism-in-china/
610,2,2013,2,Maryland: Brief Delay in Terrorism Case,2013-02-12,https://www.nytimes.com/2013/02/12/us/maryland-brief-delay-in-terrorism-case.html
611,2,2013,5,Bush Terrorism Fight May Be Fodder in F.B.I. Confirmation,2013-05-31,https://www.nytimes.com/2013/05/31/us/politics/comey-bid-at-fbi-and-role-in-terrorism-fight.html
612,2,2013,8,"Yemen, on Alert for Terrorism, Says It Foiled a Qaeda Plot",2013-08-07,https://www.nytimes.com/2013/08/08/world/middleeast/yemen-authorities-foil-qaeda-plot-reports-say.html
613,2,2013,1,U.S. Legal Officials Split Over How to Prosecute Terrorism Detainees,2013-01-08,https://www.nytimes.com/2013/01/08/us/us-lawyers-divided-over-prosecuting-terrorism-cases.html
614,2,2013,4,Only an Accident,2013-04-23,https://www.nytimes.com/2013/04/23/opinion/industrial-accidents-and-acts-of-terrorism.html
615,2,2013,10,Long Island Man Faces Terrorism Charges After Failed Trip to Yemen,2013-10-19,https://www.nytimes.com/2013/10/19/nyregion/long-island-man-faces-terrorism-charges-after-failed-trip-to-yemen.html
616,2,2013,2,"French Intervention in Mali Raises Threat of Domestic Terrorism, Judge Says",2013-02-24,https://www.nytimes.com/2013/02/24/world/europe/french-intervention-in-mali-raises-threat-of-domestic-terrorism-judge-says.html
617,2,2013,7,Drones in Niger Reflect New U.S. Tack on Terrorism,2013-07-10,https://www.nytimes.com/2013/07/11/world/africa/drones-in-niger-reflect-new-us-approach-in-terror-fight.html
618,2,2013,11,Judge in Terrorism Case Orders Look at Secret Records,2013-11-07,https://www.nytimes.com/2013/11/07/us/judge-in-terrorism-case-orders-look-at-secret-records.html
619,2,2013,3,Ireland: Suspect in Terrorism Case Faces Extradition to U.S.,2013-03-01,https://www.nytimes.com/2013/03/01/world/europe/ireland-suspect-in-terrorism-case-faces-extradition-to-us.html
620,3,2013,8,When Ransoms Pay for Terrorism,2013-08-07,https://www.nytimes.com/roomfordebate/2013/08/07/when-ransoms-pay-for-terrorism/
621,3,2013,4,Obama: ‘Act of Terrorism’ in Boston,2013-04-16,https://www.nytimes.com/video/us/politics/100000002174576/obama-on-the-boston-attacks.html
622,3,2013,11,Judge Says Statements by Bin Laden’s Son-in-Law Can Be Used in Terrorism Case,2013-11-27,https://www.nytimes.com/2013/11/27/nyregion/judge-says-statements-by-bin-ladens-son-in-law-can-be-used-in-terrorism-case.html
623,3,2013,1,Brooklyn Man Sentenced to 15 Years in Terrorism Case,2013-01-09,https://www.nytimes.com/2013/01/09/nyregion/brooklyn-man-sentenced-to-15-years-in-terrorism-case.html
624,3,2013,3,"In U.S. Court, a Familiar Argument Over Intentions in Joining a Terrorist Group",2013-03-28,https://www.nytimes.com/2013/03/28/nyregion/mohamed-ibrahim-ahmed-sentenced-in-terrorism-case.html
625,3,2013,8,Caustic Light on White House’s Reaction to  a Terrorist Threat,2013-08-08,https://www.nytimes.com/2013/08/08/world/caustic-light-on-response-to-a-threat-of-terrorism.html
626,3,2013,6,"Statements by Detained Terror Suspect Are Focus of Sentencing, and of Debate",2013-06-04,https://www.nytimes.com/2013/06/04/nyregion/statements-by-detained-egyptian-terrorism-suspect-are-focus-of-sentencing.html
627,3,2013,5,Wind Down the War on Terrorism? Republicans Say No,2013-05-26,https://thecaucus.blogs.nytimes.com/2013/05/26/wind-down-the-war-on-terror-republicans-say-no/
628,3,2013,5,"Heckled by an Activist, but Getting the Last Word",2013-05-24,https://www.nytimes.com/2013/05/24/us/politics/obama-spars-with-activist-during-terrorism-speech.html
629,3,2013,3,Bin Laden Relative Pleads Not Guilty in Terrorism Case,2013-03-09,https://www.nytimes.com/2013/03/09/nyregion/sulaiman-abu-ghaith-bin-ladens-son-in-law-charged-in-new-york.html
630,4,2013,4,"Citing Cuts, Lawyers Seek Relief in Terrorism Case",2013-04-09,https://www.nytimes.com/2013/04/09/nyregion/lawyers-for-sulaiman-abu-ghaith-bin-ladens-son-in-law-request-later-trial.html
631,4,2013,5,"Bin Laden’s Son-in-Law Seeks a New Lawyer, but There’s a Snag",2013-05-21,https://www.nytimes.com/2013/05/21/nyregion/bin-ladens-son-in-law-asks-to-change-lawyers.html
632,4,2013,4,How the F.B.I. Trails Terrorists,2013-04-22,https://www.nytimes.com/video/us/100000002185388/how-the-fbi-trails-terrorists.html
633,4,2013,3,"Miami Imam Sent Money to Terrorists, Jury Finds",2013-03-05,https://www.nytimes.com/2013/03/05/us/hafiz-khan-miami-imam-found-guilty-of-supporting-pakistani-taliban.html
634,4,2013,12,Italy: Egyptian Cleric Convicted,2013-12-07,https://www.nytimes.com/2013/12/07/world/europe/italy-egyptian-cleric-convicted.html
635,4,2013,6,International Effort Seeks to Counter Jihadists in Africa,2013-06-27,https://www.nytimes.com/2013/06/27/world/africa/nations-focus-antiterrorism-efforts-on-west-and-north-africa.html
636,4,2013,4,No Humor in Terror,2013-04-30,https://www.nytimes.com/2013/04/30/opinion/no-humor-in-terror.html
637,4,2013,10,California: Man Accused of Aiding Al Qaeda,2013-10-12,https://www.nytimes.com/2013/10/12/us/california-man-accused-of-aiding-al-qaeda.html
638,4,2013,5,Idaho: Uzbek Man Remains in Jail on Terror Charges,2013-05-22,https://www.nytimes.com/2013/05/22/us/idaho-uzbek-man-remains-in-jail-on-terror-charges.html
639,4,2013,5,The G.O.P.'s Cold-War Posture,2013-05-24,https://takingnote.blogs.nytimes.com/2013/05/24/the-g-o-p-s-cold-war-posture/
640,5,2013,12,Man Pleads Guilty to Offering Al Qaeda Aid,2013-12-28,https://www.nytimes.com/2013/12/28/us/man-pleads-guilty-to-offering-al-qaeda-aid.html
641,5,2013,9,Standing Against the Warlords,2013-09-23,https://www.nytimes.com/2013/09/23/opinion/global/standing-against-the-warlords.html
642,5,2013,2,What They Said: Could the Hyderabad Explosions Have Been Prevented? ,2013-02-22,https://india.blogs.nytimes.com/2013/02/22/what-they-said-could-the-hyderabad-explosions-have-been-prevented/
643,5,2013,10,Two Are Charged in Plan to Send Goods to Taliban,2013-10-11,https://www.nytimes.com/2013/10/11/nyregion/two-charged-in-plot-to-send-winter-supplies-to-taliban.html
644,5,2013,3,Hezbollah Courier Found Guilty in Plot to Attack Israeli Tourists in Cyprus,2013-03-22,https://www.nytimes.com/2013/03/22/world/middleeast/hezbollah-courier-guilty-of-role-in-cyprus-terror-plot.html
645,5,2013,6,Airport Killings in Bulgaria,2013-06-14,https://www.nytimes.com/2013/06/14/opinion/airport-killings-in-bulgaria.html
646,5,2013,5,Tunisian Is Accused of Proposing Contamination of Water or Air in U.S.,2013-05-10,https://www.nytimes.com/2013/05/10/nyregion/tunisian-is-charged-with-seeking-to-build-a-terrorist-network-in-the-us.html
647,5,2013,10,Qaeda Suspect Is Brought to New York for a Hearing,2013-10-15,https://www.nytimes.com/2013/10/15/us/libyan-terror-suspect-brought-to-new-york-for-trial.html
648,5,2013,6,"Germany, Belgium and France Make Arrests in Reported Plots",2013-06-26,https://www.nytimes.com/2013/06/26/world/europe/germany-belgium-and-france-make-arrests-in-reported-plots.html
649,5,2013,3,Indonesia: 3 Terror Suspects Killed,2013-03-16,https://www.nytimes.com/2013/03/16/world/asia/indonesia-3-terror-suspects-killed.html
650,6,2013,9,Man Gets 13-Year Term for Lying About Plan to Join Jihad,2013-09-21,https://www.nytimes.com/2013/09/21/nyregion/man-gets-13-year-term-for-lying-about-plan-to-join-jihad.html
651,6,2013,5,"Justice Dept. Lost Track of Terrorists, Report Says",2013-05-17,https://www.nytimes.com/2013/05/17/us/justice-dept-lost-track-of-2-former-terrorists-report-says.html
652,6,2013,2,Police Surveillance: The View From the N.Y.P.D.,2013-02-14,https://www.nytimes.com/2013/02/14/opinion/police-surveillance-the-view-from-the-nypd.html
653,6,2013,3,Man Charged With Plotting Against U.S. Abroad,2013-03-21,https://www.nytimes.com/2013/03/21/nyregion/man-accused-of-plotting-terrorism-abroad.html
654,6,2013,11,The Demise and Afterlife of the ‘Detroit Sleeper Cell’ Case,2013-11-18,https://www.nytimes.com/2013/11/18/booming/the-demise-and-afterlife-of-the-detroit-sleeper-cell-case.html
655,6,2013,5,Court Papers Offer Details in Terror Case,2013-05-02,https://www.nytimes.com/2013/05/02/nyregion/court-papers-offer-glimpse-of-government-rationale-in-federal-terror-cases.html
656,6,2013,6,Roadblocks Limit Scope for Change,2013-06-03,https://www.nytimes.com/2013/06/03/us/03iht-letter03.html
657,6,2013,4,Emirates Said to Seize Qaeda Supporters,2013-04-19,https://www.nytimes.com/2013/04/19/world/middleeast/emirates-seize-qaeda-supporters.html
658,6,2013,5,Kenya: 2 Iranian Plotters Convicted,2013-05-03,https://www.nytimes.com/2013/05/03/world/africa/kenya-2-iranian-plotters-convicted.html
659,6,2013,6,Police in 3 European Nations Conduct Terror Raids,2013-06-26,https://www.nytimes.com/2013/06/26/world/europe/police-in-3-european-nations-raid-terror-suspects.html
660,7,2013,9,"Attack U.S., Qaeda Chief Tells Muslims in a Speech",2013-09-14,https://www.nytimes.com/2013/09/14/world/al-qaeda-leader-ayman-al-zawahiri-urges-muslims-to-attack-america.html
661,7,2013,5,Court Papers Offer Details in Terror Case,2013-05-02,https://www.nytimes.com/2013/05/02/nyregion/court-papers-offer-glimpse-of-government-rationale-in-federal-terror-cases.html
662,7,2013,6,Roadblocks Limit Scope for Change,2013-06-03,https://www.nytimes.com/2013/06/03/us/03iht-letter03.html
663,7,2013,6,Police in 3 European Nations Conduct Terror Raids,2013-06-26,https://www.nytimes.com/2013/06/26/world/europe/police-in-3-european-nations-raid-terror-suspects.html
664,7,2013,1,Pakistani in Terror Case Is Extradited to New York,2013-01-04,https://www.nytimes.com/2013/01/04/nyregion/abid-naseer-extradited-on-terror-charges-to-new-york-from-britain.html
665,7,2013,5,Results of Poll of Americans on Terror Threats,2013-05-01,https://www.nytimes.com/interactive/2013/05/01/us/01poll-terror.html
666,7,2013,6,Are We Still at War?,2013-06-12,https://takingnote.blogs.nytimes.com/2013/06/12/are-we-still-at-war/
667,7,2013,6,The Price of the Panopticon,2013-06-12,https://www.nytimes.com/2013/06/12/opinion/the-price-of-the-panopticon.html
668,7,2013,4,"Resentenced to Life in Prison, Terrorist Plans to Appeal",2013-04-24,https://www.nytimes.com/2013/04/24/nyregion/resentenced-to-life-in-prison-wadih-el-hage-plans-to-appeal.html
669,7,2013,11,China Says Terror Group Was Behind Tiananmen Attack,2013-11-01,https://sinosphere.blogs.nytimes.com/2013/11/01/china-says-terror-group-behind-tiananmen-attack/
670,8,2013,9,Soldiers in Yemen Are Killed in Attacks on 2 Military Targets,2013-09-21,https://www.nytimes.com/2013/09/21/world/middleeast/militants-in-yemen-attack-military-targets.html
671,8,2013,11,The Struggle for Balanced Surveillance,2013-11-08,https://www.nytimes.com/2013/11/08/world/europe/the-struggle-for-balanced-surveillance.html
672,8,2013,10,Fish or Cut Bait,2013-10-02,https://opinionator.blogs.nytimes.com/2013/10/02/fish-or-cut-bait/
673,8,2013,8,"Leader of Terrorist Group Is Arrested, India Says",2013-08-30,https://www.nytimes.com/2013/08/30/world/asia/leader-of-terrorist-group-is-arrested-india-says.html
674,8,2013,9,Kelly Says Mayoral Candidates Overlook Terror Threats,2013-09-10,https://www.nytimes.com/2013/09/10/nyregion/kelly-says-mayoral-candidates-overlook-terror-threats.html
675,8,2013,11,Guerrilla Group Says It Killed 2 From a Greek Extremist Party in an Athens Suburb,2013-11-18,https://www.nytimes.com/2013/11/18/world/europe/guerrilla-group-says-it-killed-2-members-of-greek-anti-immigrant-party.html
676,8,2013,8,Defenders Viewed as Intimidators,2013-08-23,https://www.nytimes.com/2013/08/23/world/europe/defenders-viewed-as-intimidators.html
677,8,2013,4,"Resentenced to Life in Prison, Terrorist Plans to Appeal",2013-04-24,https://www.nytimes.com/2013/04/24/nyregion/resentenced-to-life-in-prison-wadih-el-hage-plans-to-appeal.html
678,8,2013,4,Attackers Strike Across Iraq as Elections Approach,2013-04-16,https://www.nytimes.com/2013/04/16/world/middleeast/attackers-strike-across-iraq-as-elections-approach.html
679,8,2013,4,Bring On The Next Marathon,2013-04-17,https://query.nytimes.com/gst/fullpage.html?res=9D03EED6133EF934A25757C0A9659D8B63
680,9,2013,11,Guerrilla Group Says It Killed 2 From a Greek Extremist Party in an Athens Suburb,2013-11-18,https://www.nytimes.com/2013/11/18/world/europe/guerrilla-group-says-it-killed-2-members-of-greek-anti-immigrant-party.html
681,9,2013,4,Attackers Strike Across Iraq as Elections Approach,2013-04-16,https://www.nytimes.com/2013/04/16/world/middleeast/attackers-strike-across-iraq-as-elections-approach.html
682,9,2013,12,Into the Government Funnel,2013-12-01,https://www.nytimes.com/interactive/2013/12/01/sunday-review/into-the-government-funnel.html
683,9,2013,6,Defendant Added to Protesters’ Spying Suit,2013-06-25,https://www.nytimes.com/2013/06/25/us/defendant-added-to-protesters-spying-suit.html
684,9,2013,10,"Former Detainee’s Right to Speedy Trial Wasn’t Violated, Appeals Panel Rules",2013-10-25,https://www.nytimes.com/2013/10/25/nyregion/appeals-panel-upholds-conviction-of-ghailani-ex-detainee.html
685,9,2013,4,Bring On The Next Marathon,2013-04-17,https://query.nytimes.com/gst/fullpage.html?res=9D03EED6133EF934A25757C0A9659D8B63
686,9,2013,7,Chris Christie's Giuliani Impression,2013-07-26,https://takingnote.blogs.nytimes.com/2013/07/26/chris-christies-giuliani-impression/
687,9,2013,4,Bring On the Next Marathon,2013-04-17,https://www.nytimes.com/2013/04/17/opinion/friedman-bring-on-the-next-marathon.html
688,9,2013,8,Convictions in Synagogue Bombing Plot Upheld,2013-08-24,https://www.nytimes.com/2013/08/24/nyregion/appeals-court-upholds-convictions-of-men-in-bronx-synagogue-plot.html
689,9,2013,4,2 Canadians Who Joined Algeria Attack Are Identified,2013-04-03,https://www.nytimes.com/2013/04/03/world/americas/2-canadians-who-joined-algeria-attack-are-identified.html
690,10,2013,2,Suicide Blast Kills U.S. Embassy Guard in Turkey,2013-02-02,https://www.nytimes.com/2013/02/02/world/europe/2-dead-in-suicide-bombing-at-us-embassy-in-turkey.html
691,10,2013,6,Defendant Added to Protesters’ Spying Suit,2013-06-25,https://www.nytimes.com/2013/06/25/us/defendant-added-to-protesters-spying-suit.html
692,10,2013,5,Defendant in Terror Case Gets Lawyer of His Choice,2013-05-29,https://www.nytimes.com/2013/05/29/nyregion/defendant-in-terror-case-gets-lawyer-of-his-choice.html
693,10,2013,10,Iraq: 42 Prisoners Executed This Week,2013-10-11,https://www.nytimes.com/2013/10/11/world/middleeast/iraq-42-prisoners-executed-this-week.html
694,10,2013,2,Hezbollah Unmasked,2013-02-18,https://www.nytimes.com/2013/02/18/opinion/hezbollah-unmasked.html
695,10,2013,6,G.O.P. Spendthrifts Preserve Government Expansion,2013-06-14,https://takingnote.blogs.nytimes.com/2013/06/14/g-o-p-spendthrifts-preserve-government-expansion/
696,10,2013,4,The Surprising Dearth of Terrorists,2013-04-16,https://douthat.blogs.nytimes.com/2013/04/16/the-surprising-dearth-of-terrorists/
697,10,2013,6,Trying to Balance Privacy and Security,2013-06-11,https://www.nytimes.com/2013/06/11/opinion/trying-to-balance-privacy-and-security.html
698,10,2013,10,"Former Detainee’s Right to Speedy Trial Wasn’t Violated, Appeals Panel Rules",2013-10-25,https://www.nytimes.com/2013/10/25/nyregion/appeals-panel-upholds-conviction-of-ghailani-ex-detainee.html
699,10,2013,6,F.B.I. Changes Course on Information Sharing,2013-06-14,https://www.nytimes.com/2013/06/14/us/fbi-changes-course-on-information-sharing.html
700,1,2014,4,"In Nigeria, Terrorism Moves South",2014-04-16,https://www.nytimes.com/2014/04/16/opinion/in-nigeria-terrorism-moves-south.html
701,1,2014,5,China Criticizes U.S. Terrorism Report,2014-05-02,https://sinosphere.blogs.nytimes.com/2014/05/02/china-criticizes-u-s-terrorism-report/
702,1,2014,10,British Police Arrest Woman Suspected of Planning Terrorism,2014-10-23,https://www.nytimes.com/2014/10/23/world/europe/british-police-arrest-woman-suspected-of-planning-terrorism.html
703,1,2014,9,"A Measurement of ‘Terrorism’ in 1964, Canada Included",2014-09-05,https://www.nytimes.com/2014/09/05/upshot/a-measurement-of-terrorism-in-1964-canada-included.html
704,1,2014,9,Treasury Imposes Terrorism Sanctions,2014-09-25,https://www.nytimes.com/2014/09/25/world/middleeast/treasury-imposes-terrorism-sanctions-on-those-linked-to-islamic-state.html
705,1,2014,12,Congressional Roadblock Upends Market for Terrorism Insurance,2014-12-18,https://www.nytimes.com/2014/12/18/business/a-bill-on-terrorism-insurance-is-stopped-by-a-senators-objection.html
706,1,2014,10,Britain Extradites Terrorism Suspect to U.S.,2014-10-22,https://www.nytimes.com/2014/10/22/world/europe/britain-extradites-terrorism-suspect-to-us.html
707,1,2014,4,"At Fort Hood, Wrestling With Label of Terrorism",2014-04-09,https://www.nytimes.com/2014/04/09/us/at-fort-hood-wrestling-with-label-of-terrorism.html
708,1,2014,1,Judge Limits Expert Testimony on Terrorism in Manhattan Bomb Case,2014-01-30,https://www.nytimes.com/2014/01/30/nyregion/judge-limits-expert-testimony-on-terrorism-in-manhattan-bomb-case.html
709,1,2014,5,China Hesitates to Label Guangzhou Attack Terrorism,2014-05-08,https://sinosphere.blogs.nytimes.com/2014/05/08/china-hesitates-to-label-guangzhou-attack-terrorism/
710,2,2014,9,"Florida: New, Longer Sentence in Terrorism Case",2014-09-10,https://www.nytimes.com/2014/09/10/us/florida-new-longer-sentence-in-terrorism-case.html
711,2,2014,8,Banks Watching Terrorism Trial in Brooklyn,2014-08-14,https://dealbook.nytimes.com/2014/08/14/banks-watching-terrorism-trial-in-brooklyn/
712,2,2014,1,How to Compensate Victims of Terrorism,2014-01-20,https://www.nytimes.com/roomfordebate/2014/01/20/how-should-victims-of-terrorism-be-compensated/
713,2,2014,12,Deal to Extend U.S. Terrorism Insurance Hinges on Dodd-Frank Changes,2014-12-05,https://www.nytimes.com/2014/12/05/business/deal-to-extend-us-terrorism-insurance-hinges-on-dodd-frank-changes.html
714,2,2014,8,Saudis Give $100 Million to U.N. Fight on Terrorism,2014-08-14,https://www.nytimes.com/2014/08/14/world/middleeast/saudis-give-100-million-to-un-fight-on-terrorism.html
715,2,2014,7,Norway: Terrorism Warning Announced,2014-07-25,https://www.nytimes.com/2014/07/25/world/europe/norway-terrorism-warning-announced.html
716,2,2014,10,Response to Possible Terrorism in Canada,2014-10-21,https://www.nytimes.com/video/world/americas/100000003188187/response-to-possible-terrorism-in-canada.html
